"gene","module","moduleLabel"
"RPS4Y1",2,"blue"
"HLA-DRB1",0,"grey"
"FCGR3A",2,"blue"
"PTMA",2,"blue"
"HLA-DRB4",0,"grey"
"DEFA4",0,"grey"
"DEFA1",0,"grey"
"MYOM2",0,"grey"
"IFI27",1,"turquoise"
"CA1",1,"turquoise"
"OLFM4",0,"grey"
"KRT1",1,"turquoise"
"EVI2B",2,"blue"
"GIMAP7",2,"blue"
"EIF1AY",2,"blue"
"SLC4A1",1,"turquoise"
"APOBEC3A",2,"blue"
"SELENBP1",1,"turquoise"
"CEACAM8",0,"grey"
"FCGR3B",2,"blue"
"IFI44L",8,"pink"
"FAM46C",1,"turquoise"
"ORM1",3,"brown"
"TMSB4X",2,"blue"
"LGALS3",2,"blue"
"IFIT1",8,"pink"
"ANXA2P1",2,"blue"
"EPB42",1,"turquoise"
"GABARAPL2",2,"blue"
"PPIB",2,"blue"
"TRIM58",1,"turquoise"
"RPL23",2,"blue"
"PTPLAD2",2,"blue"
"MMP9",3,"brown"
"S100P",3,"brown"
"PABPC1",2,"blue"
"HBD",1,"turquoise"
"PCDHB9",2,"blue"
"CAMP",0,"grey"
"CD164",2,"blue"
"BCL2A1",2,"blue"
"ALAS2",1,"turquoise"
"IFITM3",8,"pink"
"SNCA",1,"turquoise"
"ARG1",3,"brown"
"LY96",6,"red"
"SPRYD3",2,"blue"
"HLA-G",2,"blue"
"HBZ",1,"turquoise"
"DTWD2",2,"blue"
"CLC",0,"grey"
"ANP32A",2,"blue"
"TLR1",2,"blue"
"GYPB",1,"turquoise"
"LCN2",1,"turquoise"
"RSAD2",8,"pink"
"CAT",2,"blue"
"FAM49B",2,"blue"
"FOLR3",3,"brown"
"DDX3Y",2,"blue"
"ZNF223",2,"blue"
"GMPR",1,"turquoise"
"S100A12",2,"blue"
"HBG1",1,"turquoise"
"KCTD12",2,"blue"
"BNIP3L",2,"blue"
"HBM",1,"turquoise"
"HLA-DQA1",4,"yellow"
"OSBP2",1,"turquoise"
"PPBP",2,"blue"
"DPYSL5",2,"blue"
"GP9",1,"turquoise"
"RNASE3",0,"grey"
"BLVRB",2,"blue"
"SDPR",1,"turquoise"
"ARL6IP1",2,"blue"
"IGJ",1,"turquoise"
"HMGB2",2,"blue"
"TNS1",1,"turquoise"
"XK",1,"turquoise"
"RPS28",2,"blue"
"BMP8B",2,"blue"
"ZFP36L1",2,"blue"
"PDZK1IP1",1,"turquoise"
"RPL14",2,"blue"
"USP49",2,"blue"
"CLEC12A",0,"grey"
"RBM38",1,"turquoise"
"SNAPC1",2,"blue"
"LEP",2,"blue"
"RAB33B",2,"blue"
"RAD21",2,"blue"
"ACSL1",2,"blue"
"BCL2L1",1,"turquoise"
"IFI6",8,"pink"
"RPL9",2,"blue"
"YY1",2,"blue"
"PTGS2",6,"red"
"ITM2B",2,"blue"
"SAMSN1",2,"blue"
"GIMAP2",2,"blue"
"ITM2A",2,"blue"
"LTF",1,"turquoise"
"TMOD1",1,"turquoise"
"RPL7",2,"blue"
"KIAA1751",2,"blue"
"AGTPBP1",2,"blue"
"MX1",8,"pink"
"IFI44",8,"pink"
"CEACAM6",1,"turquoise"
"PIK3AP1",2,"blue"
"PF4V1",1,"turquoise"
"THBS1",1,"turquoise"
"HERC5",8,"pink"
"NRGN",1,"turquoise"
"GZMH",1,"turquoise"
"ACTR3",2,"blue"
"ZNF669",2,"blue"
"NACAP1",2,"blue"
"LYZ",2,"blue"
"CHURC1",1,"turquoise"
"SSTR2",2,"blue"
"GNLY",4,"yellow"
"XRN2",2,"blue"
"SLC5A8",2,"blue"
"IFIT3",8,"pink"
"IGF2BP2",1,"turquoise"
"PPP1R15B",2,"blue"
"EPSTI1",8,"pink"
"HIAT1",2,"blue"
"NLRP8",2,"blue"
"CA4",3,"brown"
"DENR",2,"blue"
"CTSG",1,"turquoise"
"SLC35E1",2,"blue"
"CCR7",4,"yellow"
"GSTM2",0,"grey"
"GNA13",2,"blue"
"ANXA3",2,"blue"
"HLA-DQB1",0,"grey"
"PLA2G2D",2,"blue"
"OLR1",1,"turquoise"
"KLRF1",2,"blue"
"SLC6A8",1,"turquoise"
"VPREB3",4,"yellow"
"PMAIP1",2,"blue"
"MCEMP1",3,"brown"
"ALPL",3,"brown"
"PGLYRP1",3,"brown"
"HBE1",2,"blue"
"HSPE1",2,"blue"
"AZU1",1,"turquoise"
"RPS23",6,"red"
"PLEK2",1,"turquoise"
"CCBE1",2,"blue"
"PVALB",1,"turquoise"
"IL18RAP",3,"brown"
"HERPUD2",2,"blue"
"ETS1",2,"blue"
"TCN1",1,"turquoise"
"METTL7A",2,"blue"
"E2F2",1,"turquoise"
"MS4A3",0,"grey"
"GZMK",4,"yellow"
"HSPA1A",2,"blue"
"TSPAN5",1,"turquoise"
"GNG11",1,"turquoise"
"PSMC6",2,"blue"
"FECH",1,"turquoise"
"SESN3",1,"turquoise"
"KIAA1033",2,"blue"
"RPL31",1,"turquoise"
"HBQ1",1,"turquoise"
"VWCE",1,"turquoise"
"IFIT2",8,"pink"
"MCTS1",2,"blue"
"NUBPL",2,"blue"
"C4BPA",0,"grey"
"HDC",1,"turquoise"
"PAPSS1",2,"blue"
"GIMAP1",2,"blue"
"MPP1",1,"turquoise"
"SLBP",2,"blue"
"KIAA1324",3,"brown"
"HECA",2,"blue"
"CD24",0,"grey"
"FFAR2",3,"brown"
"GPR1",2,"blue"
"LSM5",2,"blue"
"RAP1B",2,"blue"
"IL10",2,"blue"
"DOPEY2",2,"blue"
"IGFBP1",2,"blue"
"ANKRD9",1,"turquoise"
"GLRX5",1,"turquoise"
"PTGES3",2,"blue"
"PRKAR1A",2,"blue"
"CLEC1B",1,"turquoise"
"TPST1",3,"brown"
"FKBP5",3,"brown"
"RPL21",2,"blue"
"IL1B",3,"brown"
"SNHG5",0,"grey"
"MPO",1,"turquoise"
"CHPT1",2,"blue"
"CD8A",1,"turquoise"
"RGS18",6,"red"
"FLI1",2,"blue"
"ATP11B",2,"blue"
"RPS3A",1,"turquoise"
"TXNL1",2,"blue"
"RAB3IL1",1,"turquoise"
"GPR56",1,"turquoise"
"TSNAX",2,"blue"
"PI3",8,"pink"
"DMC1",2,"blue"
"DPM2",1,"turquoise"
"ECHDC3",3,"brown"
"GSTM1",0,"grey"
"RNASE2",0,"grey"
"ITGA2B",1,"turquoise"
"CD302",2,"blue"
"DYSF",3,"brown"
"PADI4",3,"brown"
"SNX10",2,"blue"
"ZNF683",1,"turquoise"
"GPBP1L1",2,"blue"
"USP8",2,"blue"
"ISG15",8,"pink"
"HP",3,"brown"
"PDK4",2,"blue"
"SH3BGRL2",1,"turquoise"
"LY6E",8,"pink"
"ACRBP",1,"turquoise"
"LSM6",2,"blue"
"UFM1",2,"blue"
"WSB2",2,"blue"
"NELL2",4,"yellow"
"COMMD8",2,"blue"
"SLC7A5",1,"turquoise"
"HK2",2,"blue"
"MBD4",2,"blue"
"ASCC2",1,"turquoise"
"LY75",2,"blue"
"PFKFB3",3,"brown"
"SKAP2",2,"blue"
"IRF5",1,"turquoise"
"BPI",1,"turquoise"
"CD69",1,"turquoise"
"KPNA2",2,"blue"
"AQP10",1,"turquoise"
"BSG",1,"turquoise"
"RNF10",1,"turquoise"
"COX7B",1,"turquoise"
"ADM",3,"brown"
"SYAP1",2,"blue"
"F13A1",1,"turquoise"
"CRISPLD2",3,"brown"
"CARM1",1,"turquoise"
"RETN",1,"turquoise"
"MYL4",1,"turquoise"
"EIF2AK4",2,"blue"
"MEGF9",2,"blue"
"FBXO7",1,"turquoise"
"SMOX",1,"turquoise"
"GSPT1",1,"turquoise"
"BEX1",1,"turquoise"
"SBDS",2,"blue"
"IKBKB",2,"blue"
"GRINA",1,"turquoise"
"IL18R1",3,"brown"
"ADIPOR1",1,"turquoise"
"ECHDC1",2,"blue"
"MT2A",2,"blue"
"CD79A",4,"yellow"
"BPGM",1,"turquoise"
"HES4",8,"pink"
"TANK",2,"blue"
"PPP3CA",2,"blue"
"CDKN1B",2,"blue"
"CAMK1G",2,"blue"
"ZNF557",2,"blue"
"ALDH1A1",2,"blue"
"DUSP1",3,"brown"
"TOPORS",2,"blue"
"MAL",4,"yellow"
"PROS1",1,"turquoise"
"CD19",4,"yellow"
"FCGR1B",4,"yellow"
"KBTBD7",2,"blue"
"CHST13",3,"brown"
"IL7R",4,"yellow"
"ID2",2,"blue"
"GPR65",2,"blue"
"LILRA3",3,"brown"
"CD48",1,"turquoise"
"KIR2DL1",2,"blue"
"ROPN1B",1,"turquoise"
"TSPAN2",2,"blue"
"ERGIC2",2,"blue"
"FKBP14",2,"blue"
"RABGEF1",2,"blue"
"KLHL2",2,"blue"
"KCNJ2",3,"brown"
"EID2B",2,"blue"
"NFE2",1,"turquoise"
"DDX17",1,"turquoise"
"CYP1B1",2,"blue"
"PDCD4",2,"blue"
"HIST1H4H",1,"turquoise"
"ANKRD22",3,"brown"
"MMP8",1,"turquoise"
"USP6",2,"blue"
"PPP1R15A",3,"brown"
"ZBTB11",2,"blue"
"SLC25A37",1,"turquoise"
"ZNF600",2,"blue"
"PYGL",2,"blue"
"TESC",1,"turquoise"
"NFIL3",2,"blue"
"HAGH",1,"turquoise"
"TMEM156",2,"blue"
"SIAH2",1,"turquoise"
"BIN2",2,"blue"
"XRCC2",2,"blue"
"ALPP",2,"blue"
"ATP6V0C",1,"turquoise"
"ABCA1",3,"brown"
"FOS",3,"brown"
"CD6",4,"yellow"
"GZMA",1,"turquoise"
"LILRA5",3,"brown"
"IQGAP1",2,"blue"
"CDC34",1,"turquoise"
"SIGLEC5",3,"brown"
"N4BP2",2,"blue"
"NAPSB",4,"yellow"
"ARFGEF1",2,"blue"
"ALOX12",1,"turquoise"
"CDA",3,"brown"
"NFIX",1,"turquoise"
"LEF1",4,"yellow"
"MKRN1",1,"turquoise"
"GZMB",0,"grey"
"UCP2",0,"grey"
"CNBP",2,"blue"
"HINT1",5,"green"
"HHEX",2,"blue"
"EIF4E",2,"blue"
"FAIM3",4,"yellow"
"RTF1",2,"blue"
"VNN1",3,"brown"
"ITLN1",1,"turquoise"
"SACM1L",2,"blue"
"NOL10",2,"blue"
"GALNT3",2,"blue"
"TFF3",1,"turquoise"
"NKG7",4,"yellow"
"PRKY",2,"blue"
"GYPC",1,"turquoise"
"SELT",2,"blue"
"LDHB",1,"turquoise"
"GUK1",1,"turquoise"
"TOP1P2",2,"blue"
"RHOB",2,"blue"
"KLF1",1,"turquoise"
"CLK1",2,"blue"
"SIPA1L2",3,"brown"
"BANK1",1,"turquoise"
"TREML1",1,"turquoise"
"CPA3",1,"turquoise"
"IRS2",3,"brown"
"WSB1",2,"blue"
"MEFV",2,"blue"
"GBP5",8,"pink"
"FCGR2C",2,"blue"
"OASL",8,"pink"
"CFD",0,"grey"
"GBP1",1,"turquoise"
"HIST2H2AA3",3,"brown"
"SAP30",2,"blue"
"ADI1",2,"blue"
"CLIC3",4,"yellow"
"GPBP1",2,"blue"
"HEMGN",1,"turquoise"
"PROK2",3,"brown"
"NKX3-1",0,"grey"
"TSPAN9",1,"turquoise"
"ITGB3",1,"turquoise"
"AKR1C3",4,"yellow"
"ST6GALNAC4",1,"turquoise"
"TMEM128",2,"blue"
"CTR9",2,"blue"
"ACTN1",3,"brown"
"RAB2B",1,"turquoise"
"F3",1,"turquoise"
"RAB6A",2,"blue"
"TNFSF10",8,"pink"
"SLPI",4,"yellow"
"IER3",2,"blue"
"LCOR",2,"blue"
"HIGD1A",2,"blue"
"GNG10",6,"red"
"TMEM86B",1,"turquoise"
"GPR146",1,"turquoise"
"DDIT4",0,"grey"
"LGALS2",2,"blue"
"RNF149",2,"blue"
"MCOLN1",1,"turquoise"
"SLC2A14",2,"blue"
"MED25",1,"turquoise"
"CD52",5,"green"
"MMD",0,"grey"
"LRG1",3,"brown"
"RPL17",5,"green"
"TMEM106B",2,"blue"
"XAF1",8,"pink"
"TNFRSF17",0,"grey"
"LAIR2",0,"grey"
"RBBP4",2,"blue"
"EIF2AK2",3,"brown"
"ADRA2C",2,"blue"
"RPS15A",5,"green"
"FCGR1A",4,"yellow"
"MANSC1",3,"brown"
"PKN2",2,"blue"
"CD3G",2,"blue"
"RPL27",5,"green"
"PTCRA",1,"turquoise"
"SLC11A1",3,"brown"
"KLRB1",5,"green"
"CKAP4",3,"brown"
"HEBP2",2,"blue"
"UBE2O",1,"turquoise"
"SAR1A",2,"blue"
"SOD2",3,"brown"
"IRAK3",3,"brown"
"PRRG4",2,"blue"
"PTGDS",2,"blue"
"CPVL",0,"grey"
"HIST1H1C",2,"blue"
"PRF1",1,"turquoise"
"MYC",2,"blue"
"MAK",2,"blue"
"PASK",2,"blue"
"RASGRP1",1,"turquoise"
"CD3D",4,"yellow"
"MYADM",5,"green"
"STXBP2",1,"turquoise"
"PHOSPHO1",1,"turquoise"
"GDPD1",2,"blue"
"PLAUR",3,"brown"
"EMR3",3,"brown"
"G0S2",1,"turquoise"
"HIF1A",2,"blue"
"LYPLA1",2,"blue"
"IGF2R",3,"brown"
"MOSPD2",2,"blue"
"SLC38A2",2,"blue"
"FAM126B",2,"blue"
"PARP9",2,"blue"
"ZNF577",2,"blue"
"CX3CR1",1,"turquoise"
"SPI1",0,"grey"
"BASP1",3,"brown"
"NCF2",2,"blue"
"TGFBR3",1,"turquoise"
"B3GNT5",2,"blue"
"NINJ2",1,"turquoise"
"RNPC3",2,"blue"
"CNIH4",2,"blue"
"CXCL5",1,"turquoise"
"CD3E",4,"yellow"
"F2RL1",2,"blue"
"PPM1K",2,"blue"
"VWF",1,"turquoise"
"ALG11",2,"blue"
"GTF2H1",2,"blue"
"EREG",1,"turquoise"
"TSTA3",1,"turquoise"
"C5AR1",3,"brown"
"DDX51",2,"blue"
"AQP9",3,"brown"
"OAS1",8,"pink"
"H2BFS",1,"turquoise"
"ITGB5",1,"turquoise"
"FRG1",2,"blue"
"SELPLG",0,"grey"
"ZFAND6",2,"blue"
"HDAC4",2,"blue"
"IL2RB",1,"turquoise"
"CD74",0,"grey"
"DAAM2",3,"brown"
"NCF1",1,"turquoise"
"PCYOX1",2,"blue"
"S100A11",2,"blue"
"TAOK1",3,"brown"
"MARCKS",3,"brown"
"RPN2",2,"blue"
"TP53INP1",2,"blue"
"CXCL3",1,"turquoise"
"SP4",2,"blue"
"FKBP3",2,"blue"
"YIPF4",2,"blue"
"GJB2",1,"turquoise"
"LRRC25",1,"turquoise"
"ANKRD44",2,"blue"
"CCL3",1,"turquoise"
"PTGER4",1,"turquoise"
"TXNDC9",2,"blue"
"TSPAN33",1,"turquoise"
"SELL",3,"brown"
"PTPRCAP",1,"turquoise"
"DGAT2",2,"blue"
"SPOCK2",4,"yellow"
"HMBS",1,"turquoise"
"RPL5",1,"turquoise"
"CD36",4,"yellow"
"CD160",1,"turquoise"
"MS4A7",1,"turquoise"
"CTDSPL",1,"turquoise"
"H1F0",0,"grey"
"RPL37A",2,"blue"
"CNGB1",2,"blue"
"HIST2H2BE",3,"brown"
"CD55",2,"blue"
"PHF3",2,"blue"
"PANX2",3,"brown"
"ICOS",4,"yellow"
"TAGLN2",1,"turquoise"
"SPCS2",2,"blue"
"CTSW",1,"turquoise"
"FKBP8",7,"black"
"TIMP1",2,"blue"
"HIST1H2AC",3,"brown"
"CMTM5",1,"turquoise"
"ZNF467",3,"brown"
"RPS6",1,"turquoise"
"CMTM2",3,"brown"
"PPP1R12A",2,"blue"
"KIAA0408",2,"blue"
"CLEC4E",3,"brown"
"HPS1",1,"turquoise"
"CTNNAL1",1,"turquoise"
"DYNC1LI1",2,"blue"
"PPIG",2,"blue"
"G6PC",2,"blue"
"ITK",4,"yellow"
"PTMS",1,"turquoise"
"ANPEP",3,"brown"
"SPATA13",0,"grey"
"FBXO30",2,"blue"
"CLEC4D",3,"brown"
"SLC2A3",3,"brown"
"LMNB1",3,"brown"
"ARRDC4",2,"blue"
"GNL3L",0,"grey"
"BAZ2B",6,"red"
"IGLL1",0,"grey"
"HSCB",2,"blue"
"TMEM123",1,"turquoise"
"CD79B",4,"yellow"
"TRIM22",8,"pink"
"USP10",3,"brown"
"IL6",1,"turquoise"
"CD247",4,"yellow"
"HSH2D",2,"blue"
"ROPN1L",3,"brown"
"HMGB1",2,"blue"
"JUNB",0,"grey"
"CXCL16",3,"brown"
"EEF1B2",5,"green"
"RRM2B",2,"blue"
"GNB4",2,"blue"
"GPR97",3,"brown"
"CD2",4,"yellow"
"USP9Y",2,"blue"
"LRRN3",4,"yellow"
"HLA-C",0,"grey"
"SORL1",3,"brown"
"FAM63A",2,"blue"
"FAM103A1",2,"blue"
"CPD",6,"red"
"MAFB",4,"yellow"
"TRAK2",1,"turquoise"
"GPR84",1,"turquoise"
"FCHO2",2,"blue"
"HLA-DOB",4,"yellow"
"CST7",2,"blue"
"FAM101B",1,"turquoise"
"RNASE6",4,"yellow"
"NXT2",2,"blue"
"FAM53C",3,"brown"
"F5",3,"brown"
"DNAJA4",1,"turquoise"
"MTMR6",2,"blue"
"RPL39",1,"turquoise"
"CCNH",2,"blue"
"TLR5",3,"brown"
"CXCL1",2,"blue"
"PTPRC",1,"turquoise"
"TBC1D10B",5,"green"
"B4GALT5",3,"brown"
"PNPLA8",2,"blue"
"SRP9",1,"turquoise"
"ATP1B3",2,"blue"
"ESAM",1,"turquoise"
"KEL",1,"turquoise"
"BTN3A2",1,"turquoise"
"SAMD9L",8,"pink"
"RIOK3",1,"turquoise"
"SPARC",1,"turquoise"
"ATXN1",2,"blue"
"IDI1",2,"blue"
"TRIM10",1,"turquoise"
"LMO2",2,"blue"
"IL1A",1,"turquoise"
"PGD",3,"brown"
"PPP2R3C",2,"blue"
"EIF2AK1",1,"turquoise"
"EGR1",1,"turquoise"
"RPL13A",5,"green"
"NAP1L1",2,"blue"
"WARS",1,"turquoise"
"ID3",4,"yellow"
"ANKRD33",2,"blue"
"DUSP11",2,"blue"
"USMG5",0,"grey"
"NR4A3",1,"turquoise"
"GATA1",1,"turquoise"
"NR4A2",1,"turquoise"
"FAM104A",1,"turquoise"
"SLC22A4",3,"brown"
"MPL",1,"turquoise"
"PTX3",1,"turquoise"
"MAP3K2",2,"blue"
"CTTN",1,"turquoise"
"IER3IP1",2,"blue"
"GZMM",4,"yellow"
"CYP27A1",3,"brown"
"PHLDB1",1,"turquoise"
"RBM12B",0,"grey"
"CA2",1,"turquoise"
"CAPZA2",6,"red"
"GADD45A",4,"yellow"
"CBS",4,"yellow"
"MBNL2",2,"blue"
"RGPD1",2,"blue"
"MXD1",3,"brown"
"OSM",3,"brown"
"HAL",3,"brown"
"BEX2",4,"yellow"
"NLRP3",2,"blue"
"CD7",4,"yellow"
"IFNB1",1,"turquoise"
"EHD1",3,"brown"
"CD163",4,"yellow"
"UTS2",1,"turquoise"
"DNTTIP2",2,"blue"
"TIMM10",0,"grey"
"FAM8A1",2,"blue"
"ALG13",2,"blue"
"ZFY",2,"blue"
"TGM3",3,"brown"
"ODC1",1,"turquoise"
"SH2D1B",4,"yellow"
"SNAP23",2,"blue"
"GPR160",6,"red"
"PIK3CG",2,"blue"
"LIN7C",2,"blue"
"RGS2",3,"brown"
"IL1R2",3,"brown"
"LMOD3",2,"blue"
"BLZF1",2,"blue"
"NT5M",1,"turquoise"
"IL32",4,"yellow"
"CCL5",4,"yellow"
"HK3",3,"brown"
"MRVI1",1,"turquoise"
"HLA-DRB6",2,"blue"
"PRTN3",1,"turquoise"
"RNF24",3,"brown"
"ABHD5",3,"brown"
"LRP10",5,"green"
"HIST1H2AE",1,"turquoise"
"SEMA4A",3,"brown"
"OSBPL11",2,"blue"
"GABARAPL1",3,"brown"
"CDKN1A",1,"turquoise"
"ZBTB16",1,"turquoise"
"ENC1",0,"grey"
"ECHDC2",4,"yellow"
"PLK2",1,"turquoise"
"EOMES",4,"yellow"
"CEBPD",3,"brown"
"STAT1",8,"pink"
"DUSP6",2,"blue"
"CABP5",1,"turquoise"
"CRYZ",1,"turquoise"
"GSTT1",2,"blue"
"PFDN5",0,"grey"
"DUSP4",1,"turquoise"
"KIR2DL3",0,"grey"
"RBP7",6,"red"
"EVL",4,"yellow"
"MSRB2",3,"brown"
"CRIP1",4,"yellow"
"UBLCP1",2,"blue"
"CXCL2",1,"turquoise"
"TATDN1",2,"blue"
"CES3",1,"turquoise"
"PGM5",1,"turquoise"
"ZNF91",2,"blue"
"LAP3",8,"pink"
"IL1RN",3,"brown"
"KRT23",3,"brown"
"NCOA1",2,"blue"
"PELI1",6,"red"
"MCFD2",2,"blue"
"DEK",1,"turquoise"
"SLC1A5",1,"turquoise"
"NDUFA5",2,"blue"
"STAT4",4,"yellow"
"TRIM25",3,"brown"
"TLN1",3,"brown"
"UBE4A",2,"blue"
"CD83",2,"blue"
"WNK1",1,"turquoise"
"LYL1",1,"turquoise"
"GPR18",4,"yellow"
"SPAST",2,"blue"
"HIST1H2BD",3,"brown"
"TPM1",1,"turquoise"
"GCLM",2,"blue"
"EIF4A2",5,"green"
"P2RY13",2,"blue"
"RPL35A",5,"green"
"PLGLB1",2,"blue"
"ITPR3",4,"yellow"
"KLF4",2,"blue"
"TNFAIP6",1,"turquoise"
"CYBRD1",6,"red"
"LRRFIP1",2,"blue"
"PSG9",2,"blue"
"ASGR1",0,"grey"
"FAU",5,"green"
"ELOVL5",2,"blue"
"MAF1",1,"turquoise"
"GRN",3,"brown"
"BCL3",0,"grey"
"NFXL1",1,"turquoise"
"EAF1",2,"blue"
"PTGS1",1,"turquoise"
"CCNG2",1,"turquoise"
"TFDP1",3,"brown"
"ETS2",3,"brown"
"IFIH1",8,"pink"
"KIR3DL1",0,"grey"
"SLC40A1",6,"red"
"DPYD",2,"blue"
"SCO2",8,"pink"
"PARP12",8,"pink"
"TMEM154",2,"blue"
"TLR2",3,"brown"
"CKS2",1,"turquoise"
"CMTM8",2,"blue"
"HYPK",2,"blue"
"NBPF20",2,"blue"
"TREM1",3,"brown"
"MBP",1,"turquoise"
"CST3",0,"grey"
"HSPB1",2,"blue"
"RPL7A",2,"blue"
"MYBPC3",3,"brown"
"PLOD1",3,"brown"
"SEC23A",2,"blue"
"FCER2",4,"yellow"
"CLDN5",1,"turquoise"
"CCRL2",1,"turquoise"
"OSBPL8",2,"blue"
"OMA1",2,"blue"
"SHKBP1",1,"turquoise"
"HLA-DOA",4,"yellow"
"MFN2",3,"brown"
"ZNF652",2,"blue"
"FAM98A",2,"blue"
"KLHL8",3,"brown"
"TNFSF15",2,"blue"
"FCGR2A",3,"brown"
"RRAGD",3,"brown"
"FLT3LG",4,"yellow"
"ABCC3",1,"turquoise"
"STK17B",2,"blue"
"SIRPB1",3,"brown"
"TTC25",1,"turquoise"
"GCA",3,"brown"
"FOSB",1,"turquoise"
"NFYB",2,"blue"
"YPEL3",5,"green"
"FPR1",3,"brown"
"TRPM6",3,"brown"
"PNMA3",1,"turquoise"
"AP2M1",1,"turquoise"
"TP53INP2",3,"brown"
"XPO7",1,"turquoise"
"MFGE8",7,"black"
"HCG27",3,"brown"
"TMEM91",3,"brown"
"BCL6",3,"brown"
"STX11",3,"brown"
"P2RX1",3,"brown"
"NR1D1",1,"turquoise"
"CREG1",1,"turquoise"
"CD96",4,"yellow"
"PRDX2",1,"turquoise"
"STX7",2,"blue"
"PCNX",3,"brown"
"MBOAT2",2,"blue"
"MCOLN2",1,"turquoise"
"CTSZ",3,"brown"
"SLFN11",2,"blue"
"ARPC5",2,"blue"
"PLXNC1",3,"brown"
"ARL5A",1,"turquoise"
"UQCRC2",2,"blue"
"ATP9A",3,"brown"
"TMEM55A",6,"red"
"CPEB4",3,"brown"
"PCNP",1,"turquoise"
"VTI1B",2,"blue"
"FES",3,"brown"
"BCAS2",2,"blue"
"RPS4X",5,"green"
"LIME1",4,"yellow"
"MTF2",2,"blue"
"TNNC2",1,"turquoise"
"CH25H",1,"turquoise"
"SERPINB2",1,"turquoise"
"ALDH2",4,"yellow"
"BIRC3",1,"turquoise"
"PPA1",5,"green"
"SAMD14",1,"turquoise"
"TARP",1,"turquoise"
"ASGR2",4,"yellow"
"G6PD",1,"turquoise"
"CDC25B",4,"yellow"
"NDST1",3,"brown"
"FIS1",1,"turquoise"
"PGRMC1",0,"grey"
"OXR1",6,"red"
"DSC2",4,"yellow"
"DAPP1",2,"blue"
"SRXN1",1,"turquoise"
"ANKRD20A1",0,"grey"
"HLA-F",2,"blue"
"SH3YL1",2,"blue"
"SORT1",3,"brown"
"TPP1",3,"brown"
"CES1",0,"grey"
"PNPLA2",1,"turquoise"
"MTDH",2,"blue"
"CD58",6,"red"
"SNRK",6,"red"
"PACS1",0,"grey"
"NQO2",4,"yellow"
"SLC31A2",3,"brown"
"MGRN1",1,"turquoise"
"SDCBP",3,"brown"
"UBE2D1",2,"blue"
"SH2D1A",1,"turquoise"
"ZNF430",2,"blue"
"MAP3K8",6,"red"
"MX2",3,"brown"
"HECW2",3,"brown"
"TMEM45B",1,"turquoise"
"TLR4",3,"brown"
"PARK7",0,"grey"
"IRF2",2,"blue"
"COG3",2,"blue"
"DHRS9",3,"brown"
"CASC3",1,"turquoise"
"AES",4,"yellow"
"MRPL15",2,"blue"
"ARID3A",3,"brown"
"SEMA3E",2,"blue"
"TNFRSF4",2,"blue"
"EXOC8",2,"blue"
"PPM1F",3,"brown"
"ZDHHC19",1,"turquoise"
"VNN2",3,"brown"
"PTGDR",4,"yellow"
"LILRA2",3,"brown"
"SRPK1",3,"brown"
"SEC14L1",1,"turquoise"
"CXCL10",2,"blue"
"BIN1",4,"yellow"
"CLEC7A",0,"grey"
"CRIP2",2,"blue"
"TNFRSF1A",3,"brown"
"PLA1A",1,"turquoise"
"SLAMF6",4,"yellow"
"WRB",2,"blue"
"BIRC2",6,"red"
"MBNL3",5,"green"
"ELOVL7",1,"turquoise"
"CREM",2,"blue"
"PSTPIP2",2,"blue"
"HMGN2",2,"blue"
"TNFSF4",1,"turquoise"
"RBPMS2",1,"turquoise"
"SLC38A5",1,"turquoise"
"FAM63B",2,"blue"
"SDHD",1,"turquoise"
"TREML2",3,"brown"
"PIGX",2,"blue"
"SLC43A2",3,"brown"
"ANG",0,"grey"
"NINJ1",3,"brown"
"NDUFAB1",1,"turquoise"
"ERGIC1",3,"brown"
"SMARCA5",2,"blue"
"CXCR4",2,"blue"
"PRR5",1,"turquoise"
"PXN",2,"blue"
"SHFM1",5,"green"
"EVI2A",0,"grey"
"PAM",6,"red"
"RBMXL1",2,"blue"
"TRIB2",4,"yellow"
"ARL16",2,"blue"
"RBM34",2,"blue"
"HIST1H2BC",2,"blue"
"TLR7",0,"grey"
"PPP3R1",3,"brown"
"NOTCH1",3,"brown"
"GLRX",0,"grey"
"ALG5",1,"turquoise"
"PHACTR1",1,"turquoise"
"HPSE",2,"blue"
"DR1",1,"turquoise"
"CARHSP1",1,"turquoise"
"FZD7",1,"turquoise"
"RAD23A",1,"turquoise"
"EMILIN2",4,"yellow"
"SYNJ2BP",2,"blue"
"GRAMD1A",3,"brown"
"RAB8B",2,"blue"
"AXIN2",4,"yellow"
"FBXO38",2,"blue"
"CORO1C",4,"yellow"
"JAM3",1,"turquoise"
"ZBTB44",2,"blue"
"DPYSL2",0,"grey"
"PCMTD1",6,"red"
"PRKAR2B",2,"blue"
"RHD",1,"turquoise"
"PFKFB4",3,"brown"
"MAPK8IP1",1,"turquoise"
"PLEKHF1",4,"yellow"
"ZNF641",3,"brown"
"HDGF",1,"turquoise"
"LYAR",1,"turquoise"
"TMED7",2,"blue"
"TMEM126B",1,"turquoise"
"GNG2",1,"turquoise"
"ESPN",1,"turquoise"
"NCF4",3,"brown"
"ADH4",2,"blue"
"TMEM14B",1,"turquoise"
"AFMID",1,"turquoise"
"GNS",3,"brown"
"ATHL1",3,"brown"
